# This file contains the data of all generations
# of objectives = 2, # of constraints = 0, # of real_var = 4, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
# gen = 1
3.589191e+05	1.280914e-01	3.948949e+01	2.686035e+01	1.153549e-02	1.388438e-02	0.000000e+00	3	4.497196e-02
2.412358e+05	1.545126e-01	1.274958e+01	1.931078e+01	1.107701e-02	1.113162e-02	0.000000e+00	1	2.146822e-01
1.531903e+05	3.857526e-01	1.252984e+01	1.185857e+01	8.821694e-03	1.865011e-02	0.000000e+00	3	1.000000e+14
5.306995e+05	6.869501e-02	1.775362e+01	4.342076e+01	7.473193e-03	1.099075e-02	0.000000e+00	2	1.336522e-01
6.913192e+05	8.470781e-02	2.281673e+01	5.659061e+01	1.066392e-02	1.793000e-02	0.000000e+00	6	1.908699e-01
4.905962e+05	7.637530e-02	2.940279e+01	3.895517e+01	1.498769e-02	1.081460e-02	0.000000e+00	1	6.237034e-02
6.903033e+05	5.160923e-02	3.785028e+01	5.513373e+01	1.016128e-02	1.072473e-02	0.000000e+00	1	2.217613e-01
3.079572e+05	1.900356e-01	4.839840e+01	2.172306e+01	8.708091e-03	1.716106e-02	0.000000e+00	3	8.821333e-02
2.686093e+05	2.163067e-01	3.506216e+01	1.959959e+01	1.353415e-02	1.730023e-02	0.000000e+00	4	3.103548e-01
2.259123e+05	2.062535e-01	2.886959e+01	1.654058e+01	8.946385e-03	1.400925e-02	0.000000e+00	2	8.595845e-02
4.227454e+05	1.044185e-01	2.957371e+01	3.318122e+01	1.198945e-02	1.347579e-02	0.000000e+00	2	9.805753e-02
8.801062e+05	7.227328e-02	2.326504e+01	7.257172e+01	9.620636e-03	1.952049e-02	0.000000e+00	8	1.000000e+14
7.048265e+05	6.605590e-02	4.480994e+01	5.573175e+01	8.426719e-03	1.466615e-02	0.000000e+00	4	1.608839e-01
9.117983e+05	5.636138e-02	2.275470e+01	7.530789e+01	6.190180e-03	1.614308e-02	0.000000e+00	3	1.000000e+14
6.038362e+05	8.724541e-02	2.911668e+01	4.859171e+01	9.048450e-03	1.661271e-02	0.000000e+00	6	2.661460e-01
7.969229e+05	6.464273e-02	2.882702e+01	6.500501e+01	1.196089e-02	1.537208e-02	0.000000e+00	4	1.030686e-01
3.353506e+05	1.186030e-01	4.929445e+01	2.396619e+01	1.361635e-02	1.145813e-02	0.000000e+00	2	1.518284e-01
7.148796e+05	8.161080e-02	2.079225e+01	5.877472e+01	9.315319e-03	1.795332e-02	0.000000e+00	6	7.613367e-02
5.974163e+05	5.829236e-02	4.459612e+01	4.663555e+01	6.166094e-03	1.094778e-02	0.000000e+00	2	1.922122e-01
1.437194e+05	2.403925e-01	1.262651e+01	1.104597e+01	1.207613e-02	1.030459e-02	0.000000e+00	1	1.000000e+14
6.007374e+05	8.140783e-02	4.937791e+01	4.648143e+01	1.159119e-02	1.506201e-02	0.000000e+00	5	1.756547e-01
